customer_first_name,customer_last_name,order_id,loyalty_level_name,loyalty_level,payment_method,payment_date,store_street_address,store_state,store_zipcode,store_phone,shipment_status,delivery_date,shipment_date,shipment_zipcode,payment_total,invoice_date,representative_phone,representative_email,representative_first_name,representative_last_name,supplier_name,supplier_start_date,supplier_location_state,supplier_location_street,department_name,product_type,product_quantity,unit_price,quantity_in_order,time_of_day,promotion_name,promotion_response,birth_year,Education,marital_status,Income,numberof_children,enrollment_date,Complain,Response,deals
Dalton,Vazquez,2100,Bronze,3,check,6/29/2022,788 S Grand Ave,CA,90017,213-873-4745,Pending,NULL,7/2/2022,90020,261,7/4/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Meats,69752,5.67,45,Lunch,Campaign 1,1,1975,Graduation,Married,76068,1,29-11-2012,0,0,1
Ryleigh,Cunningham,2101,Bronze,3,credit card,6/15/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,6/19/2022,6/18/2022,60625,116,6/20/2022,478-573-2416,Orli.Hendricks@outlook.com,Orli,Hendricks,Cypress Cattle and Produce,4/21/2015,KS,1692 18th Road,Produce,Meats,69752,5.67,15,Drink,Campaign 1,0,1976,Master,Married,53204,2,20-03-2014,0,1,3
Henry,Macallister,2102,Gold,1,venmo,3/13/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/17/2022,3/16/2022,90020,407,3/18/2022,542-843-5089,Cally.Holloway@gmail.com,Cally,Holloway,Cow-U-Met Farm,9/6/2014,CA,10600 Highland Springs Ave.,Produce,Fish,69000,10.99,42,Snack,Campaign 4,0,1949,PhD,Together,67911,1,22-05-2014,0,0,2
Donovan,Edmondson,2103,Silver,2,cash,4/15/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/19/2022,4/18/2022,60625,475,4/20/2022,303-662-8628,Megan.Todd@outlook.com,Megan,Todd,Jaybird Farms,9/16/2014,OR,15801 sw roy rogers road,Produce,Fruits,68931,8.99,27,Lunch,Campaign 5,1,1984,2n Cycle,Married,14796,1,17-09-2012,0,0,3
Abigail,Christian,2104,Bronze,3,debit card,6/12/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/16/2022,6/15/2022,33170,493,6/17/2022,466-690-5166,Alice.Smith@outlook.com,Alice,Smith,Northfork Ranch,3/22/2015,NH,150 Arbutus Hill Rd,Produce,Fish,69000,10.99,45,Dinner,Campaign 5,0,1974,PhD,Married,78128,1,19-02-2014,0,0,2
Erick,Marlow,2105,Bronze,3,debit card,1/1/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,1/5/2022,1/4/2022,76110,142,1/6/2022,255-592-5290,Gillian.Maldonado@outlook.com,Gillian,Maldonado,Adams Farms,7/27/2014,VA,1876 Brooksfield Rd,Produce,Fish,69000,10.99,31,Snack,Campaign 2,0,1972,Basic,Married,14188,0,28-02-2013,0,0,3
Bill,Shonely,2106,Gold,1,cash,7/15/2022,4 Union Square S,NY,10003,212-673-5388,Out For Delivery,NULL,7/18/2022,10003,172,7/20/2022,405-437-1466,Brynne.Giles@gmail.com,Brynne,Giles,Fruit Ridge Hayrides LLC,4/4/2015,WA,1146 NE Madison Rd,Produce,Fruits,68931,8.99,14,Snack,Campaign 1,1,1986,Basic,Married,20425,1,29-10-2012,0,1,4
Aaron,Bergman,2107,Bronze,3,cash,5/28/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,6/1/2022,5/31/2022,60625,116,6/2/2022,684-389-7424,Yeo.Bird@mail.com,Yeo,Bird,Old Field Farm General Store,3/23/2015,OH,6373 W. US RT 36,Beverage,Wine,68942,15.69,48,Breakfast,Campaign 5,0,1962,Master,Married,58646,1,10/6/2013,0,0,2
Leonardo,Patterson,2108,Bronze,3,debit card,4/8/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,4/12/2022,4/11/2022,33170,390,4/13/2022,594-044-3081,Bo.Griffin@yahoo.com,Bo,Griffin,Brenckle's Organic Farm & Greenhouse,9/15/2014,PA,310 Kunkle Rd,Produce,Meats,69752,5.67,11,Lunch,Campaign 1,1,1970,Graduation,Divorced,72967,1,15-12-2012,0,0,2
Gabrielle,Berry,2109,Bronze,3,venmo,4/10/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/14/2022,4/13/2022,60625,171,4/15/2022,255-592-5290,Gillian.Maldonado@outlook.com,Gillian,Maldonado,Adams Farms,7/27/2014,VA,1876 Brooksfield Rd,Beverage,Wine,68942,15.69,26,Drink,Campaign 2,0,1949,Master,Married,48150,1,8/6/2013,0,0,1
Mabel,Cameron,2110,Bronze,3,check,1/19/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,1/23/2022,1/22/2022,90020,361,1/24/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Fruits,68931,8.99,41,Dinner,Campaign 5,1,1961,Graduation,Single,82332,0,17-09-2012,0,0,3
Weston,Wetzel,2111,Bronze,3,debit card,6/4/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,6/8/2022,6/7/2022,90020,13,6/9/2022,802-065-0912,Natalie.Mcfadden@outlook.com,Natalie,Mcfadden,Acorn Hollow Farm,2/26/2013,SC,1221 Riddle Rd,Beverage,Wine,68942,15.69,13,Lunch,Campaign 2,0,1955,Graduation,Widow,58275,2,2/6/2013,0,1,1
Matteo,Mueller,2112,Bronze,3,cash,3/19/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/23/2022,3/22/2022,76110,370,3/24/2022,542-843-5089,Cally.Holloway@gmail.com,Cally,Holloway,Cow-U-Met Farm,9/6/2014,CA,10600 Highland Springs Ave.,Non Perishables,Sweet,68059,3.89,31,Snack,Campaign 2,1,1981,PhD,Together,44953,0,21-12-2012,0,0,6
Elliana,Santiago,2113,Bronze,3,debit card,4/10/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,4/14/2022,4/13/2022,76110,406,4/15/2022,748-412-3850,Michael.Scott@outlook.com,Michael,Scott,Hurricane Creek Farms,9/16/2014,MN,12456 Bagley Ave.,Non Perishables,Sweet,68059,3.89,47,Snack,Campaign 4,1,1953,Graduation,Together,34587,2,16-05-2014,0,1,1
Skyla,Wall,2114,Silver,2,cash,5/7/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/11/2022,5/10/2022,90020,60,5/12/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Produce,Meats,69752,5.67,45,Lunch,Campaign 5,1,1974,Master,Together,43018,1,1/11/2013,0,0,1
Jack,Parham,2115,Bronze,3,cash,4/8/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,4/12/2022,4/11/2022,76110,362,4/13/2022,688-039-4206,Dacey.Walters@outlook.com,Dacey,Walters,Hattie Carthan Community Farmers Market,12/23/2017,OH,6615 Peters Rd,Non Perishables,Sweet,68059,3.89,44,Breakfast,Campaign 2,1,1954,Master,Married,45736,1,24-07-2013,0,0,2
Bryce,Cloud,2116,Bronze,3,debit card,3/28/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,4/1/2022,3/31/2022,90020,464,4/2/2022,829-171-9108,Mary.Olson@gmail.com,Mary,Olson,Devon Point Farm,1/27/2015,VA,221 Ligontown Road,Non Perishables,Sweet,68059,3.89,42,Lunch,Campaign 2,0,1969,Master,Together,66476,1,4/12/2013,0,0,3
Clayton,Cabrera,2117,Bronze,3,credit card,5/25/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/29/2022,5/28/2022,90020,177,5/30/2022,551-153-6006,Brenda.Jordan@mail.com,Brenda,Jordan,"Green Acres produce, LLC",9/16/2014,NJ,1250 Lacey Road,Produce,Fruits,68931,8.99,35,Lunch,Campaign 5,1,1981,2n Cycle,Married,27733,1,26-08-2013,0,0,2
Antonio,Hodges,2118,Bronze,3,venmo,2/19/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/23/2022,2/22/2022,76110,435,2/24/2022,478-573-2416,Orli.Hendricks@outlook.com,Orli,Hendricks,Cypress Cattle and Produce,4/21/2015,KS,1692 18th Road,Beverage,Wine,68942,15.69,24,Breakfast,Campaign 3,0,1952,PhD,Together,69805,1,21-01-2014,0,0,1
Cooper,Bennett,2119,Bronze,3,debit card,3/11/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/15/2022,3/14/2022,76110,326,3/16/2022,686-216-7591,Dennis.Meyer@mail.com,Dennis,Meyer,MAWS Farm,7/28/2014,WA,1209 Pecks Canyon Road,Produce,Fruits,68931,8.99,35,Lunch,Campaign 2,1,1962,Master,Single,72217,0,10/4/2013,0,0,3
Kimber,Camacho,2120,Bronze,3,credit card,5/21/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/25/2022,5/24/2022,90020,218,5/26/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Non Perishables,Sweet,68059,3.89,34,Snack,Campaign 3,1,1971,Graduation,Divorced,25818,1,18-10-2012,0,0,1
Bryson,Goodman,2121,Bronze,3,cash,6/24/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,6/28/2022,6/27/2022,90020,491,6/29/2022,476-925-9180,Kyle.Smith@mail.com,Kyle,Smith,Bee Sweet Berry Farm,8/20/2014,OH,7285 County Road 183,Produce,Meats,69752,5.67,33,Dinner,Campaign 1,0,1976,Master,Together,37509,1,12/9/2012,0,0,6
Juan,Call,2122,Bronze,3,debit card,4/15/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,4/19/2022,4/18/2022,33170,389,4/20/2022,255-592-5290,Gillian.Maldonado@outlook.com,Gillian,Maldonado,Adams Farms,7/27/2014,VA,1876 Brooksfield Rd,Produce,Fish,69000,10.99,41,Snack,Campaign 2,0,1976,2n Cycle,Together,25176,2,10/8/2013,0,0,2
Eduardo,Eller,2123,Bronze,3,venmo,4/10/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/14/2022,4/13/2022,60625,292,4/15/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Non Perishables,Sweet,68059,3.89,28,Breakfast,Campaign 4,1,1980,Graduation,Married,43586,1,30-08-2012,0,0,2
Justin,Thurston,2124,Gold,1,check,3/24/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/28/2022,3/27/2022,76110,153,3/29/2022,487-492-4340,Dennis.Smith@gmail.com,Dennis,Smith,King Cole Foods,7/27/2014,VA,2122 Sheep Creek Road,Produce,Fish,69000,10.99,20,Drink,Campaign 5,1,1956,2n Cycle,Married,53230,1,3/8/2012,0,0,2
Elijah,Franklin,2125,Bronze,3,credit card,6/1/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,6/5/2022,6/4/2022,76110,89,6/6/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Fruits,68931,8.99,11,Drink,Campaign 4,0,1957,Graduation,Together,50116,2,20-06-2014,0,0,1
Tanja,Norvell,2126,Gold,1,venmo,4/14/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,4/18/2022,4/17/2022,90020,261,4/19/2022,542-843-5089,Cally.Holloway@gmail.com,Cally,Holloway,Cow-U-Met Farm,9/6/2014,CA,10600 Highland Springs Ave.,Beverage,Wine,68942,15.69,38,Dinner,Campaign 1,0,1972,Graduation,Together,84906,0,4/10/2013,0,0,1
Sanjit,Chand,2127,Gold,1,cash,2/2/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/6/2022,2/5/2022,76110,119,2/7/2022,487-492-4340,Dennis.Smith@gmail.com,Dennis,Smith,King Cole Foods,7/27/2014,VA,2122 Sheep Creek Road,Produce,Fish,69000,10.99,44,Snack,Campaign 4,0,1966,Graduation,Married,61286,1,2/8/2013,0,0,1
Joanna,Nunez,2128,Bronze,3,check,3/29/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,4/2/2022,4/1/2022,76110,43,4/3/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Beverage,Wine,68942,15.69,32,Lunch,Campaign 4,1,1986,PhD,Married,82333,0,30-03-2013,0,0,1
Emily,Garcia,2129,Gold,1,credit card,7/14/2022,7930 SW 104th St,FL,33156,305-969-5800,Out For Delivery,NULL,7/17/2022,33170,490,7/19/2022,405-437-1466,Brynne.Giles@gmail.com,Brynne,Giles,Fruit Ridge Hayrides LLC,4/4/2015,WA,1146 NE Madison Rd,Non Perishables,Sweet,68059,3.89,46,Drink,Campaign 5,1,1965,PhD,Together,65220,0,3/9/2012,0,0,6
Kylie,Bailey,2130,Bronze,3,venmo,3/15/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/19/2022,3/18/2022,76110,347,3/20/2022,487-492-4340,Dennis.Smith@gmail.com,Dennis,Smith,King Cole Foods,7/27/2014,VA,2122 Sheep Creek Road,Produce,Fish,69000,10.99,25,Drink,Campaign 2,1,1974,Graduation,Together,33590,3,3/11/2013,0,0,4
Dorothy,Badders,2131,Bronze,3,venmo,6/6/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/10/2022,6/9/2022,33170,273,6/11/2022,556-914-0518,Kellie.Farmer@outlook.com,Kellie,Farmer,Green Oak Farmers and Community Market,11/8/2014,VT,15 Higley Hill,Produce,Fruits,68931,8.99,12,Drink,Campaign 2,0,1976,Graduation,Divorced,30992,1,22-04-2013,0,0,4
Jasmine,Ramos,2132,Bronze,3,check,3/24/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/28/2022,3/27/2022,90020,51,3/29/2022,466-690-5166,Alice.Smith@outlook.com,Alice,Smith,Northfork Ranch,3/22/2015,NH,150 Arbutus Hill Rd,Produce,Meats,69752,5.67,44,Dinner,Campaign 2,0,1976,Master,Single,72309,0,11/3/2013,0,1,2
Quinn,Dawson,2133,Bronze,3,cash,7/6/2022,3720 Vision Dr,TX,76109,682-316-8040,In Transit,NULL,7/9/2022,76110,473,7/11/2022,829-171-9108,Mary.Olson@gmail.com,Mary,Olson,Devon Point Farm,1/27/2015,VA,221 Ligontown Road,Produce,Fish,69000,10.99,48,Snack,Campaign 5,1,1949,PhD,Married,156924,0,29-08-2013,0,0,3
Grace,Thompson,2134,Gold,1,cash,3/28/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/1/2022,3/31/2022,60625,461,4/2/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Bronkberry Farms,7/29/2014,TN,1442 Globe Road,Beverage,Wine,68942,15.69,38,Dinner,Campaign 3,1,1980,Basic,Married,16005,1,14-08-2012,0,1,1
Michael,Wilson,2135,Gold,1,credit card,5/16/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,5/20/2022,5/19/2022,10003,204,5/21/2022,367-790-6730,Freya.Robbins@mail.com,Freya,Robbins,A Garden in Every Home,9/16/2014,CO,402 S Neilson Ave,Produce,Fish,69000,10.99,16,Drink,Campaign 2,1,1957,Master,Absurd,65487,0,10/1/2014,0,0,1
Beckett,Lawrence,2136,Bronze,3,credit card,1/23/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,1/27/2022,1/26/2022,10003,242,1/28/2022,755-303-2416,Kyle.Thomas@inbox.com,Kyle,Thomas,JP Family Farms,8/17/2014,AK,1305 N. Smith Rd.,Produce,Fruits,68931,8.99,46,Breakfast,Campaign 1,0,1965,Graduation,Married,58692,1,6/4/2014,0,0,2
Cecelia,Mckenzie,2137,Bronze,3,check,7/12/2022,4 Union Square S,NY,10003,212-673-5388,Out For Delivery,NULL,7/15/2022,10003,465,7/17/2022,478-573-2416,Orli.Hendricks@outlook.com,Orli,Hendricks,Cypress Cattle and Produce,4/21/2015,KS,1692 18th Road,Produce,Fish,69000,10.99,46,Drink,Campaign 2,0,1969,Graduation,Widow,40590,2,2/10/2013,0,0,2
Benjamin,Venier,2138,Bronze,3,check,7/8/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,In Transit,NULL,7/11/2022,60625,303,7/13/2022,665-662-7472,Kimberley.Sharpe@mail.com,Kimberley,Sharpe,Green Family Farm,4/20/2015,NY,3275 Cold Springs Road,Produce,Fruits,68931,8.99,46,Lunch,Campaign 2,0,1970,Graduation,Single,20587,1,11/5/2014,0,0,1
Kenneth,Bradley,2139,Bronze,3,debit card,2/6/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/10/2022,2/9/2022,76110,41,2/11/2022,405-437-1466,Brynne.Giles@gmail.com,Brynne,Giles,Fruit Ridge Hayrides LLC,4/4/2015,WA,1146 NE Madison Rd,Beverage,Wine,68942,15.69,49,Breakfast,Campaign 2,1,1954,Master,Divorced,62637,1,1/3/2014,0,0,4
Corbin,Solis,2140,Bronze,3,check,4/30/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/4/2022,5/3/2022,33170,10,5/5/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Hemingway Farms,7/28/2014,WI,W7402 Fox Trail Rd.,Beverage,Wine,68942,15.69,36,Breakfast,Campaign 1,1,1966,Master,Divorced,29435,2,6/8/2012,0,0,1
Grayson,Borden,2141,Bronze,3,cash,2/25/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,3/1/2022,2/28/2022,60625,216,3/2/2022,684-389-7424,Yeo.Bird@mail.com,Yeo,Bird,Old Field Farm General Store,3/23/2015,OH,6373 W. US RT 36,Produce,Fruits,68931,8.99,30,Breakfast,Campaign 5,0,1974,Graduation,Divorced,19346,1,30-01-2014,0,0,1
Tanner,Sherrill,2142,Bronze,3,credit card,5/2/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,5/6/2022,5/5/2022,60625,335,5/7/2022,551-153-6006,Brenda.Jordan@mail.com,Brenda,Jordan,"Green Acres produce, LLC",9/16/2014,NJ,1250 Lacey Road,Non Perishables,Sweet,68059,3.89,17,Drink,Campaign 5,0,1971,Graduation,Married,35788,2,23-01-2014,0,0,1
Marissa,Holloway,2143,Bronze,3,cash,5/11/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/15/2022,5/14/2022,33170,34,5/16/2022,474-117-4947,Ainsley.Mathis@outlook.com,Ainsley,Mathis,Ridgeview Farm,7/27/2014,WI,7020 Plover Rd (Hwy. 54 E),Produce,Fruits,68931,8.99,31,Dinner,Campaign 2,0,1968,Graduation,Divorced,36997,2,1/2/2013,0,0,10
Diana,Beck,2144,Bronze,3,debit card,3/11/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,3/15/2022,3/14/2022,10003,391,3/16/2022,968-978-4135,Stacy.Mckinney@inbox.com,Stacy,Mckinney,Allison Family Farm LLC.,7/5/2016,NY,810 Broadway Rt. 9W,Beverage,Wine,68942,15.69,44,Lunch,Campaign 5,1,1957,Graduation,Married,23539,0,28-02-2014,0,0,2
Owen,Lemon,2145,Bronze,3,cash,2/10/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,2/14/2022,2/13/2022,90020,320,2/15/2022,367-790-6730,Freya.Robbins@mail.com,Freya,Robbins,A Garden in Every Home,9/16/2014,CO,402 S Neilson Ave,Produce,Fruits,68931,8.99,27,Snack,Campaign 1,0,1973,Graduation,Single,65333,1,17-01-2014,0,0,1
Lillian,Lewis,2146,Bronze,3,check,6/9/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,6/13/2022,6/12/2022,90020,23,6/14/2022,405-437-1466,Brynne.Giles@gmail.com,Brynne,Giles,Fruit Ridge Hayrides LLC,4/4/2015,WA,1146 NE Madison Rd,Produce,Meats,69752,5.67,37,Dinner,Campaign 4,0,1957,Graduation,Single,78499,0,23-11-2013,0,0,8
Santiago,Garner,2147,Bronze,3,debit card,3/1/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/5/2022,3/4/2022,76110,356,3/6/2022,556-914-0518,Kellie.Farmer@outlook.com,Kellie,Farmer,Green Oak Farmers and Community Market,11/8/2014,VT,15 Higley Hill,Produce,Fruits,68931,8.99,40,Drink,Campaign 2,0,1971,PhD,Together,29732,1,25-03-2014,0,0,3
Johnny,Bradford,2148,Bronze,3,venmo,1/23/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,1/27/2022,1/26/2022,60625,215,1/28/2022,440-604-6440,Johnny.Smith@yahoo.com,Johnny,Smith,Family Foods Superstore,8/23/2014,IN,9240 n co rd 30 w,Produce,Fruits,68931,8.99,31,Drink,Campaign 1,0,1960,Master,Together,41275,3,24-03-2014,0,0,1
Alejandro,Stephens,2149,Bronze,3,credit card,3/1/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/5/2022,3/4/2022,90020,91,3/6/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Fruits,68931,8.99,14,Breakfast,Campaign 5,1,1973,PhD,Together,63516,2,6/7/2013,0,1,3
Isabella,Byrd,2150,Bronze,3,check,2/10/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,2/14/2022,2/13/2022,60625,199,2/15/2022,755-303-2416,Kyle.Thomas@inbox.com,Kyle,Thomas,JP Family Farms,8/17/2014,AK,1305 N. Smith Rd.,Produce,Meats,69752,5.67,41,Lunch,Campaign 1,0,1962,PhD,Married,42769,1,12/10/2013,0,0,1
Hope,Morrison,2151,Bronze,3,debit card,1/30/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,2/3/2022,2/2/2022,33170,476,2/4/2022,802-065-0912,Natalie.Mcfadden@outlook.com,Natalie,Mcfadden,Richardson Farm,8/28/2014,WI,S387 Korthals Ln.,Produce,Meats,69752,5.67,27,Breakfast,Campaign 4,1,1958,Master,Married,49572,2,15-12-2013,0,0,1
Asher,Santiago,2152,Bronze,3,cash,5/27/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/31/2022,5/30/2022,90020,245,6/1/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Meats,69752,5.67,22,Snack,Campaign 3,0,1972,Graduation,Married,69209,0,17-09-2012,0,0,1
Devin,Carson,2153,Bronze,3,credit card,2/4/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,2/8/2022,2/7/2022,10003,90,2/9/2022,303-662-8628,Megan.Todd@outlook.com,Megan,Todd,Jaybird Farms,9/16/2014,OR,15801 sw roy rogers road,Non Perishables,Sweet,68059,3.89,29,Dinner,Campaign 3,0,1976,Graduation,Married,17148,1,28-01-2014,0,0,0
Cecelia,Mckenzie,2154,Bronze,3,cash,4/1/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/5/2022,4/4/2022,60625,335,4/6/2022,466-690-5166,Alice.Smith@outlook.com,Alice,Smith,Northfork Ranch,3/22/2015,NH,150 Arbutus Hill Rd,Produce,Fish,69000,10.99,38,Lunch,Campaign 4,1,1969,Graduation,Widow,40590,2,2/10/2013,0,0,2
Shirley,Jackson,2155,Gold,1,check,2/11/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/15/2022,2/14/2022,76110,23,2/16/2022,405-437-1466,Brynne.Giles@gmail.com,Brynne,Giles,Fruit Ridge Hayrides LLC,4/4/2015,WA,1146 NE Madison Rd,Produce,Fish,69000,10.99,28,Dinner,Campaign 1,0,1976,Master,Together,30560,1,27-06-2013,0,1,2
Myra,Christian,2156,Bronze,3,venmo,6/14/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,6/18/2022,6/17/2022,90020,418,6/19/2022,478-573-2416,Orli.Hendricks@outlook.com,Orli,Hendricks,Cypress Cattle and Produce,4/21/2015,KS,1692 18th Road,Produce,Fruits,68931,8.99,36,Snack,Campaign 4,1,1983,2n Cycle,Married,32146,1,12/5/2014,0,0,2
Carmen,Cross,2157,Bronze,3,cash,1/31/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,2/4/2022,2/3/2022,33170,473,2/5/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Beverage,Wine,68942,15.69,37,Breakfast,Campaign 4,0,1964,2n Cycle,Divorced,41713,2,29-04-2014,0,0,2
Jayleen,Chang,2158,Bronze,3,credit card,5/3/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,5/7/2022,5/6/2022,10003,465,5/8/2022,802-065-0912,Natalie.Mcfadden@outlook.com,Natalie,Mcfadden,Acorn Hollow Farm,2/26/2013,SC,1221 Riddle Rd,Produce,Fruits,68931,8.99,24,Drink,Campaign 4,0,1975,Master,Together,34176,1,22-01-2014,0,0,1
Elias,Carbajal,2159,Bronze,3,check,3/29/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,4/2/2022,4/1/2022,10003,46,4/3/2022,930-165-1091,Mary.Vega@gmail.com,Mary,Vega,Lowland Farm,8/29/2014,MI,7964 Daus Rd.,Produce,Meats,69752,5.67,46,Dinner,Campaign 4,0,1955,PhD,Married,58482,1,12/3/2014,0,0,1
Jacob,Higgins,2160,Bronze,3,credit card,5/9/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/13/2022,5/12/2022,90020,111,5/14/2022,802-065-0912,Natalie.Mcfadden@outlook.com,Natalie,Mcfadden,Acorn Hollow Farm,2/26/2013,SC,1221 Riddle Rd,Beverage,Wine,68942,15.69,48,Dinner,Campaign 4,0,1965,Graduation,Single,59686,1,25-01-2014,0,0,3
Jasper,Willis,2161,Bronze,3,venmo,2/16/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/20/2022,2/19/2022,76110,26,2/21/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Beverage,Wine,68942,15.69,19,Snack,Campaign 4,0,1964,PhD,Married,60896,1,11/10/2012,0,1,1
Marilyn,Malone,2162,Bronze,3,debit card,2/11/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,2/15/2022,2/14/2022,10003,131,2/16/2022,551-153-6006,Brenda.Jordan@mail.com,Brenda,Jordan,"Green Acres produce, LLC",9/16/2014,NJ,1250 Lacey Road,Non Perishables,Sweet,68059,3.89,19,Drink,Campaign 4,1,1980,Graduation,Together,62994,1,4/3/2014,0,0,2
Jason,Coughlin,2163,Gold,1,debit card,7/5/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,In Transit,NULL,7/8/2022,60625,311,7/10/2022,686-216-7591,Dennis.Meyer@mail.com,Dennis,Meyer,MAWS Farm,7/28/2014,WA,1209 Pecks Canyon Road,Produce,Fish,69000,10.99,31,Lunch,Campaign 1,1,1957,Graduation,Together,47320,1,1/8/2013,0,1,3
Paul,Clarke,2164,Gold,1,debit card,6/4/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,6/8/2022,6/7/2022,60625,158,6/9/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Produce,Fish,69000,10.99,26,Lunch,Campaign 3,1,1949,2n Cycle,Widow,74859,0,3/6/2013,0,0,7
